1744271413255634688, 1744271413255824128, 1/14, O
1744271413255824128, 1744271413256011264, 1/18, O
1744271413256011264, 1744271413256198144, 1/19, O
1744271413256198144, 1744271413256385280, 1/18, O
1744271413256385280, 1744271413256571392, 1/18, O
1744271413256571392, 1744271413256758528, 1/19, O
1744271413256758528, 1744271413257010432, 1/17, O
1744271413257010432, 1744271413257198336, 1/19, O
1744271413257198336, 1744271413257385216, 1/18, O
1744271413257385216, 1744271413257575936, 2/13, O
1744271413257575936, 1744271413257774848, 2/17, O
1744271413257774848, 1744271413257964032, 1/18, O
1744271413257964032, 1744271413258150144, 1/18, O
1744271413258150144, 1744271413258336512, 1/18, O
1744271413258336512, 1744271413258524416, 1/19, O
1744271413258524416, 1744271413258711808, 1/18, O
1744271413258711808, 1744271413258898944, 1/18, O
1744271413258898944, 1744271413259086336, 1/18, O
1744271413259086336, 1744271413259275008, 1/17, O
1744271413259275008, 1744271413259463936, 1/16, O
1744271413259463936, 1744271413259654144, 1/18, O
1744271413259654144, 1744271413259841280, 1/19, O
1744271413259841280, 1744271413260028160, 1/18, O
1744271413260028160, 1744271413260214016, 1/18, O
1744271413260214016, 1744271413260400128, 1/19, O
1744271413260400128, 1744271413260586496, 1/18, O
1744271413260586496, 1744271413260773376, 1/19, O
1744271413260773376, 1744271413260957184, 1/15, O
1744271413260957184, 1744271413261147904, 1/14, O
1744271413261147904, 1744271413261335296, 1/18, O
1744271413261335296, 1744271413261521920, 1/19, O
1744271413261521920, 1744271413261708544, 1/18, O
1744271413261708544, 1744271413261894656, 1/19, O
1744271413261894656, 1744271413262081280, 1/18, O
1744271413262081280, 1744271413262267648, 1/18, O
1744271413262267648, 1744271413262454784, 1/19, O
1744271413262454784, 1744271413262641920, 1/18, O
1744271413262641920, 1744271413262831360, 1/15, O
1744271413262831360, 1744271413263018496, 1/18, O
1744271413263018496, 1744271413263205632, 1/19, O
1744271413263205632, 1744271413263392256, 1/18, O
1744271413263392256, 1744271413263579648, 1/18, O
1744271413263579648, 1744271413263766272, 1/19, O
1744271413263766272, 1744271413263953664, 1/18, O
1744271413263953664, 1744271413264140288, 1/18, O
1744271413264140288, 1744271413264326912, 1/19, O
1744271413264326912, 1744271413264516352, 1/15, O
1744271413264516352, 1744271413264705024, 1/18, O
1744271413264705024, 1744271413264891904, 1/18, O
1744271413264891904, 1744271413265080064, 1/9, O
1744271413265080064, 1744271413265266944, 3/17, O
1744271413265266944, 1744271413265453568, 0/17, X
1744271413265453568, 1744271413265640960, 1/19, O
1744271413265640960, 1744271413265828608, 1/18, O
1744271413265828608, 1744271413266015232, 1/18, O
1744271413266015232, 1744271413266201856, 1/19, O
1744271413266201856, 1744271413266392064, 1/14, O
1744271413266392064, 1744271413266578944, 1/18, O
1744271413266578944, 1744271413266765312, 1/19, O
1744271413266765312, 1744271413266951168, 1/18, O
1744271413266951168, 1744271413267137792, 1/19, O
1744271413267137792, 1744271413267323904, 1/18, O
1744271413267323904, 1744271413267510528, 1/19, O
1744271413267510528, 1744271413267697408, 1/18, O
1744271413267697408, 1744271413267884800, 1/18, O
1744271413267884800, 1744271413268076032, 2/13, O
1744271413268076032, 1744271413268263424, 1/16, O
1744271413268263424, 1744271413268449792, 1/19, O
1744271413268449792, 1744271413268636928, 1/18, O
1744271413268636928, 1744271413268823040, 1/19, O
1744271413268823040, 1744271413269010944, 2/15, O
1744271413269010944, 1744271413269197824, 1/18, O
1744271413269197824, 1744271413269384448, 1/18, O
1744271413269384448, 1744271413269571584, 1/19, O
1744271413269571584, 1744271413269762048, 1/14, O
1744271413269762048, 1744271413269949696, 1/19, O
1744271413269949696, 1744271413270137088, 1/18, O
1744271413270137088, 1744271413270323456, 1/18, O
1744271413270323456, 1744271413270509568, 1/19, O
1744271413270509568, 1744271413270696704, 1/18, O
1744271413270696704, 1744271413270896128, 2/17, O
1744271413270896128, 1744271413271086080, 1/18, O
1744271413271086080, 1744271413271282432, 1/17, O
1744271413271282432, 1744271413271479808, 1/16, O
1744271413271479808, 1744271413271678464, 2/14, O
1744271413271678464, 1744271413271873792, 1/17, O
1744271413271873792, 1744271413272066560, 1/16, O
1744271413272066560, 1744271413272258560, 1/18, O
1744271413272258560, 1744271413272447232, 1/17, O
1744271413272447232, 1744271413272637696, 1/18, O
1744271413272637696, 1744271413272827904, 1/18, O
1744271413272827904, 1744271413273029120, 1/7, O
1744271413273029120, 1744271413273222912, 1/16, O
1744271413273222912, 1744271413273415680, 1/17, O
1744271413273415680, 1744271413273605888, 1/11, O
1744271413273605888, 1744271413273798144, 2/17, O
1744271413273798144, 1744271413273988352, 1/18, O
1744271413273988352, 1744271413274179584, 1/15, O
1744271413274179584, 1744271413274372096, 1/18, O
1744271413274372096, 1744271413274564608, 1/17, O
1744271413274564608, 1744271413274757888, 1/18, O
1744271413274757888, 1744271413274949120, 1/16, O
1744271413274949120, 1744271413275136256, 1/19, O
1744271413275136256, 1744271413275329280, 1/18, O
1744271413275329280, 1744271413275523584, 1/13, O
1744271413275523584, 1744271413275710976, 1/19, O
1744271413275710976, 1744271413275897600, 1/18, O
1744271413275897600, 1744271413276085248, 1/18, O
1744271413276085248, 1744271413276273152, 1/18, O
1744271413276273152, 1744271413276460288, 1/18, O
1744271413276460288, 1744271413276648448, 1/19, O
1744271413276648448, 1744271413276835584, 1/18, O
1744271413276835584, 1744271413277030912, 2/11, O
1744271413277030912, 1744271413277223424, 1/17, O
1744271413277223424, 1744271413277417472, 1/15, O
1744271413277417472, 1744271413277607168, 1/18, O
1744271413277607168, 1744271413277794560, 1/18, O
1744271413277794560, 1744271413277986048, 1/18, O
1744271413277986048, 1744271413278189824, 1/16, O
1744271413278189824, 1744271413278384896, 1/16, O
1744271413278384896, 1744271413278575616, 1/17, O
1744271413278575616, 1744271413278762496, 1/18, O
1744271413278762496, 1744271413278951168, 1/18, O
1744271413278951168, 1744271413279147008, 2/13, O
1744271413279147008, 1744271413279338240, 1/18, O
1744271413279338240, 1744271413279530240, 1/18, O
1744271413279530240, 1744271413279718656, 1/18, O
1744271413279718656, 1744271413279909376, 1/18, O
1744271413279909376, 1744271413280100608, 1/18, O
1744271413280100608, 1744271413280289792, 1/17, O
1744271413280289792, 1744271413280480256, 1/19, O
1744271413280480256, 1744271413280668416, 1/17, O
1744271413280668416, 1744271413280860928, 1/17, O
1744271413280860928, 1744271413281057536, 1/2, O
1744271413281057536, 1744271413281257216, 0/15, X
1744271413281257216, 1744271413281452032, 1/16, O
1744271413281452032, 1744271413281639936, 1/17, O
1744271413281639936, 1744271413281831680, 1/17, O
1744271413281831680, 1744271413282021888, 1/18, O
1744271413282021888, 1744271413282215424, 1/17, O
1744271413282215424, 1744271413282407168, 1/17, O
1744271413282407168, 1744271413282599424, 1/17, O
1744271413282599424, 1744271413282811904, 1/18, O
1744271413282811904, 1744271413283013376, 1/12, O
1744271413283013376, 1744271413283203840, 1/18, O
1744271413283203840, 1744271413283391488, 1/18, O
1744271413283391488, 1744271413283585024, 1/18, O
1744271413283585024, 1744271413283779328, 1/18, O
1744271413283779328, 1744271413283975680, 1/17, O
1744271413283975680, 1744271413284166912, 1/18, O
1744271413284166912, 1744271413284361472, 1/17, O
1744271413284361472, 1744271413284559360, 1/18, O
1744271413284559360, 1744271413284751104, 1/16, O
1744271413284751104, 1744271413284988416, 1/13, O
1744271413284988416, 1744271413285197568, 1/11, O
1744271413285197568, 1744271413285404672, 1/14, O
1744271413285404672, 1744271413285612800, 1/14, O
1744271413285612800, 1744271413285805056, 0/13, X
1744271413285805056, 1744271413286050560, 1/11, O
1744271413286050560, 1744271413286260480, 1/10, O
1744271413286260480, 1744271413286465280, 1/14, O
1744271413286465280, 1744271413286657280, 1/16, O
1744271413286657280, 1744271413286865664, 1/10, O
1744271413286865664, 1744271413287074048, 1/11, O
1744271413287074048, 1744271413287282176, 1/14, O
1744271413287282176, 1744271413287490048, 1/14, O
1744271413287490048, 1744271413287709952, 1/6, O
1744271413287709952, 1744271413287915776, 1/11, O
1744271413287915776, 1744271413288119040, 1/17, O
1744271413288119040, 1744271413288321792, 1/14, O
1744271413288321792, 1744271413288523264, 1/13, O
1744271413288523264, 1744271413288731648, 1/12, O
1744271413288731648, 1744271413289071872, 1/15, O
1744271413289071872, 1744271413289283840, 1/12, O
1744271413289283840, 1744271413289496320, 1/11, O
1744271413289496320, 1744271413289708800, 1/11, O
1744271413289708800, 1744271413289907456, 1/6, O
1744271413289907456, 1744271413290099200, 1/17, O
1744271413290099200, 1744271413290292992, 1/16, O
1744271413290292992, 1744271413290489600, 0/8, X
1744271413290489600, 1744271413290683904, 1/17, O
1744271413290683904, 1744271413290876928, 1/15, O
1744271413290876928, 1744271413291069952, 1/18, O
1744271413291069952, 1744271413291262464, 1/17, O
1744271413291262464, 1744271413291459840, 1/17, O
1744271413291459840, 1744271413291651584, 1/18, O
1744271413291651584, 1744271413292524800, 1/17, O
1744271413292524800, 1744271413293755392, 0/0, X
1744271413293755392, 1744271413293952512, 1/4, O
1744271413293952512, 1744271413295757568, 0/0, X
1744271413295757568, 1744271413296742400, 0/0, X
1744271413296742400, 1744271413297444864, 0/0, X
1744271413297444864, 1744271413297769728, 0/0, X
1744271413297769728, 1744271413298002688, 0/0, X
1744271413298002688, 1744271413298195712, 1/12, O
1744271413298195712, 1744271413298385408, 1/18, O
1744271413298385408, 1744271413298578688, 2/6, O
1744271413298578688, 1744271413298767616, 1/18, O
1744271413298767616, 1744271413298955520, 1/19, O
1744271413298955520, 1744271413299143424, 1/18, O
1744271413299143424, 1744271413299331584, 1/18, O
1744271413299331584, 1744271413299519232, 1/18, O
1744271413299519232, 1744271413299707136, 1/19, O
1744271413299707136, 1744271413299894784, 1/18, O
1744271413299894784, 1744271413300082176, 1/18, O
1744271413300082176, 1744271413300272128, 1/7, O
1744271413300272128, 1744271413300464384, 1/12, O
1744271413300464384, 1744271413300652288, 1/18, O
1744271413300652288, 1744271413300840192, 1/18, O
1744271413300840192, 1744271413301027840, 2/14, O
1744271413301027840, 1744271413301216256, 1/19, O
1744271413301216256, 1744271413301426688, 1/9, O
1744271413301426688, 1744271413301758464, 0/0, X
1744271413301758464, 1744271413301947648, 1/18, O
1744271413301947648, 1744271413302135296, 1/18, O
1744271413302135296, 1744271413302322944, 1/19, O
1744271413302322944, 1744271413302510336, 1/18, O
1744271413302510336, 1744271413302701312, 1/13, O
1744271413302701312, 1744271413302889216, 1/18, O
1744271413302889216, 1744271413303077376, 1/18, O
1744271413303077376, 1744271413303264256, 1/18, O
1744271413303264256, 1744271413303450880, 1/19, O
1744271413303450880, 1744271413303638016, 1/18, O
1744271413303638016, 1744271413303826432, 1/18, O
1744271413303826432, 1744271413304013568, 1/19, O
1744271413304013568, 1744271413304200192, 1/18, O
1744271413304200192, 1744271413304390912, 1/14, O
1744271413304390912, 1744271413304578304, 1/18, O
1744271413304578304, 1744271413304765696, 1/18, O
1744271413304765696, 1744271413304992256, 1/17, O
1744271413304992256, 1744271413305179904, 1/18, O
1744271413305179904, 1744271413305367296, 1/19, O
1744271413305367296, 1744271413305554944, 2/16, O
1744271413305554944, 1744271413305742336, 1/18, O
1744271413305742336, 1744271413305928704, 1/18, O
1744271413305928704, 1744271413306115584, 1/19, O
1744271413306115584, 1744271413306305536, 1/14, O
1744271413306305536, 1744271413306493440, 1/18, O
1744271413306493440, 1744271413306679808, 1/18, O
1744271413306679808, 1744271413306867200, 1/19, O
1744271413306867200, 1744271413307053568, 1/18, O
1744271413307053568, 1744271413307240960, 1/19, O
1744271413307240960, 1744271413307428864, 1/18, O
1744271413307428864, 1744271413307616512, 1/18, O
1744271413307616512, 1744271413307803136, 1/19, O
1744271413307803136, 1744271413307993856, 1/14, O
1744271413307993856, 1744271413308181504, 1/18, O
1744271413308181504, 1744271413308369664, 1/19, O
1744271413308369664, 1744271413308557568, 1/18, O
1744271413308557568, 1744271413308747520, 1/4, O
1744271413308747520, 1744271413308957696, 1/19, O
1744271413308957696, 1744271413309145344, 1/18, O
1744271413309145344, 1744271413309331968, 1/18, O
1744271413309331968, 1744271413309519360, 1/19, O
1744271413309519360, 1744271413309707008, 1/18, O
1744271413309707008, 1744271413309899520, 1/14, O
1744271413309899520, 1744271413310086656, 1/18, O
1744271413310086656, 1744271413310273792, 1/18, O
1744271413310273792, 1744271413310461440, 1/18, O
1744271413310461440, 1744271413310648320, 1/18, O
1744271413310648320, 1744271413310835712, 1/19, O
1744271413310835712, 1744271413311022592, 1/18, O
1744271413311022592, 1744271413311209472, 1/19, O
1744271413311209472, 1744271413311396608, 1/18, O
1744271413311396608, 1744271413311587840, 1/14, O
1744271413311587840, 1744271413311776000, 1/18, O
1744271413311776000, 1744271413311963648, 1/19, O
1744271413311963648, 1744271413312151040, 1/18, O
1744271413312151040, 1744271413312337920, 1/19, O
1744271413312337920, 1744271413312524288, 1/18, O
1744271413312524288, 1744271413312711936, 1/18, O
1744271413312711936, 1744271413312899328, 1/19, O
1744271413312899328, 1744271413313094656, 0/0, X
1744271413313094656, 1744271413313321728, 1/17, O
1744271413313321728, 1744271413313526528, 1/13, O
1744271413313526528, 1744271413313714944, 1/18, O
1744271413313714944, 1744271413313914368, 2/17, O
1744271413313914368, 1744271413314103808, 1/18, O
1744271413314103808, 1744271413314291712, 1/18, O
1744271413314291712, 1744271413314479616, 1/18, O
1744271413314479616, 1744271413314667008, 1/19, O
1744271413314667008, 1744271413314854144, 1/18, O
1744271413314854144, 1744271413315042048, 1/18, O
1744271413315042048, 1744271413315232000, 1/16, O
1744271413315232000, 1744271413315420416, 1/16, O
1744271413315420416, 1744271413315607808, 1/19, O
1744271413315607808, 1744271413315794432, 1/18, O
1744271413315794432, 1744271413315981312, 1/18, O
1744271413315981312, 1744271413316168704, 1/19, O
1744271413316168704, 1744271413316356352, 1/18, O
1744271413316356352, 1744271413316544000, 1/18, O
1744271413316544000, 1744271413316730880, 1/18, O
1744271413316730880, 1744271413316968448, 1/19, O
1744271413316968448, 1744271413317160192, 1/9, O
1744271413317160192, 1744271413317348864, 1/18, O
1744271413317348864, 1744271413317535744, 1/18, O
1744271413317535744, 1744271413317722880, 1/18, O
1744271413317722880, 1744271413317910016, 1/18, O
1744271413317910016, 1744271413318096640, 1/19, O
1744271413318096640, 1744271413318283776, 1/18, O
1744271413318283776, 1744271413318471168, 1/18, O
1744271413318471168, 1744271413318658304, 1/19, O
1744271413318658304, 1744271413318849024, 1/14, O
1744271413318849024, 1744271413319036160, 1/19, O
1744271413319036160, 1744271413319223296, 1/18, O
1744271413319223296, 1744271413319409920, 1/19, O
1744271413319409920, 1744271413319596032, 1/18, O
1744271413319596032, 1744271413319782912, 1/18, O
1744271413319782912, 1744271413319969280, 1/19, O
1744271413319969280, 1744271413320156160, 1/18, O
1744271413320156160, 1744271413320342272, 1/19, O
1744271413320342272, 1744271413320532992, 1/12, O
1744271413320532992, 1744271413320721408, 1/18, O
1744271413320721408, 1744271413320987392, 1/19, O
1744271413320987392, 1744271413321176320, 1/10, O
1744271413321176320, 1744271413321363712, 1/19, O
1744271413321363712, 1744271413321550592, 1/18, O
1744271413321550592, 1744271413321737728, 1/18, O
